Species	Length	LocusType
Dpul	10399	iiLocus
Dpul	4499	piLocus
Dpul	7416	iiLocus
Dpul	3045	piLocus
Dpul	4222	piLocus
Dpul	1977	piLocus
Dpul	3711	piLocus
Dpul	1527	piLocus
Dpul	5582	piLocus
Dpul	3236	piLocus
Dpul	26026	iiLocus
Dpul	16548	piLocus
Dpul	2586	piLocus
Dpul	7129	piLocus
Dpul	13384	iiLocus
Dpul	13031	ciLocus
Dpul	1545	piLocus
Dpul	1866	piLocus
Dpul	1155	iiLocus
Dpul	1519	piLocus
Dpul	9049	iiLocus
Dpul	2165	piLocus
Dpul	3033	piLocus
Dpul	1554	iiLocus
Dpul	4125	piLocus
Dpul	945	iiLocus
Dpul	1490	piLocus
Dpul	2194	piLocus
Dpul	4218	piLocus
Dpul	3570	piLocus
Dpul	3819	ciLocus
Dpul	2092	piLocus
Dpul	2584	piLocus
Dpul	5562	iiLocus
Dpul	2193	piLocus
Dpul	6373	piLocus
Dpul	3642	iiLocus
Dpul	3577	piLocus
Dpul	7005	iiLocus
Dpul	1387	piLocus
Dpul	892	iiLocus
Dpul	2035	piLocus
Dpul	1584	iiLocus
Dpul	2764	piLocus
Dpul	4756	iiLocus
Dpul	1435	piLocus
Dpul	1456	piLocus
Dpul	692	iiLocus
Dpul	1492	piLocus
Dpul	1381	piLocus
Dpul	2098	piLocus
Dpul	1993	piLocus
Dpul	807	iiLocus
Dpul	1330	piLocus
Dpul	739	iiLocus
Dpul	3369	piLocus
Dpul	1614	piLocus
Dpul	1588	iiLocus
Dpul	3462	piLocus
Dpul	1486	piLocus
Dpul	87573	iiLocus
Dpul	6468	piLocus
Dpul	1953	iiLocus
Dpul	2776	piLocus
Dpul	1522	piLocus
Dpul	3230	piLocus
Dpul	2320	piLocus
Dpul	2371	piLocus
Dpul	1829	piLocus
Dpul	2961	piLocus
Dpul	2776	piLocus
Dpul	1818	piLocus
Dpul	1893	piLocus
Dpul	1513	iiLocus
Dpul	2012	piLocus
Dpul	1745	piLocus
Dpul	708	iiLocus
Dpul	1423	piLocus
Dpul	817	iiLocus
Dpul	2650	piLocus
Dpul	3970	iiLocus
Dpul	4835	piLocus
Dpul	1875	iiLocus
Dpul	1899	piLocus
Dpul	11677	iiLocus
Dpul	4731	piLocus
Dpul	1626	piLocus
Dpul	1568	iiLocus
Dpul	2029	piLocus
Dpul	1796	piLocus
Dpul	2548	iiLocus
Dpul	3263	piLocus
Dpul	1652	piLocus
Dpul	3794	piLocus
Dpul	1765	piLocus
Dpul	1276	piLocus
Dpul	2136	iiLocus
Dpul	1584	piLocus
Dpul	3303	piLocus
Dpul	7006	iiLocus
Dpul	1810	piLocus
Dpul	18662	iiLocus
Dpul	2632	piLocus
Dpul	3244	piLocus
Dpul	3198	piLocus
Dpul	646	iiLocus
Dpul	2704	piLocus
Dpul	1293	iiLocus
Dpul	3497	piLocus
Dpul	2314	piLocus
Dpul	2774	piLocus
Dpul	3571	piLocus
Dpul	6261	iiLocus
Dpul	9766	piLocus
Dpul	4486	iiLocus
Dpul	2889	piLocus
Dpul	5342	iiLocus
Dpul	3208	piLocus
Dpul	2540	iiLocus
Dpul	3207	piLocus
Dpul	2935	iiLocus
Dpul	3429	piLocus
Dpul	2419	piLocus
Dpul	2598	piLocus
Dpul	2032	iiLocus
Dpul	3109	piLocus
Dpul	1947	iiLocus
Dpul	2775	piLocus
Dpul	3045	piLocus
Dpul	2462	piLocus
Dpul	2025	piLocus
Dpul	3207	piLocus
Dpul	2030	piLocus
Dpul	1297	iiLocus
Dpul	9019	piLocus
Dpul	2087	piLocus
Dpul	3023	piLocus
Dpul	2089	piLocus
Dpul	5211	iiLocus
Dpul	2142	piLocus
Dpul	2210	iiLocus
Dpul	1999	piLocus
Dpul	4908	iiLocus
Dpul	3045	piLocus
Dpul	2331	piLocus
Dpul	7046	iiLocus
Dpul	11017	ciLocus
Dpul	1677	piLocus
Dpul	1616	piLocus
Dpul	1180	piLocus
Dpul	6947	iiLocus
Dpul	1828	piLocus
Dpul	4454	piLocus
Dpul	739	iiLocus
Dpul	2947	piLocus
Dpul	1944	ciLocus
Dpul	2638	iiLocus
Dpul	2922	piLocus
Dpul	4395	piLocus
Dpul	1523	iiLocus
Dpul	2531	piLocus
Dpul	1369	piLocus
Dpul	1928	piLocus
Dpul	2428	piLocus
Dpul	3200	piLocus
Dpul	2698	iiLocus
Dpul	1872	piLocus
Dpul	12778	iiLocus
Dpul	1270	piLocus
Dpul	2703	iiLocus
Dpul	1851	piLocus
Dpul	658	iiLocus
Dpul	2427	piLocus
Dpul	4162	iiLocus
Dpul	1584	piLocus
Dpul	1779	piLocus
Dpul	1837	iiLocus
Dpul	1896	piLocus
Dpul	1225	iiLocus
Dpul	1625	piLocus
Dpul	1973	piLocus
Dpul	1954	piLocus
Dpul	4577	iiLocus
Dpul	11220	piLocus
Dpul	7101	iiLocus
Dpul	1186	piLocus
Dpul	1421	iiLocus
Dpul	4440	piLocus
Dpul	9963	iiLocus
Dpul	2356	piLocus
Dpul	1419	iiLocus
Dpul	2796	piLocus
Dpul	11760	iiLocus
Dpul	1585	piLocus
Dpul	1425	piLocus
Dpul	2453	piLocus
Dpul	10079	iiLocus
Dpul	1572	piLocus
Dpul	1702	piLocus
Dpul	1640	piLocus
Dpul	2258	iiLocus
Dpul	13008	piLocus
Dpul	12633	iiLocus
Dpul	1754	piLocus
Dpul	1910	piLocus
Dpul	18382	iiLocus
Dpul	3390	piLocus
Dpul	1573	piLocus
Dpul	7930	iiLocus
Dpul	2372	piLocus
Dpul	2401	iiLocus
Dpul	2954	piLocus
Dpul	2083	iiLocus
Dpul	1510	piLocus
Dpul	19720	iiLocus
Dpul	2193	piLocus
Dpul	16588	fiLocus
Dpul	38899	fiLocus
Dpul	4807	piLocus
Dpul	2027	iiLocus
Dpul	1082	piLocus
Dpul	1180	piLocus
Dpul	5617	fiLocus
Dpul	4419	fiLocus
Dpul	1608	piLocus
Dpul	5993	piLocus
Dpul	805	fiLocus
Dpul	6798	fiLocus
Dpul	6796	fiLocus
Dpul	6795	fiLocus
Dpul	6793	fiLocus
Dpul	3280	fiLocus
Dpul	2692	piLocus
Dpul	6794	fiLocus
Dpul	6793	fiLocus
Dpul	956	piLocus
Dpul	5835	fiLocus
Dpul	6790	fiLocus
Dpul	1219	fiLocus
Dpul	2438	piLocus
Dpul	1951	iiLocus
Dpul	1324	piLocus
Dpul	17236	iiLocus
Dpul	7565	piLocus
Dpul	3449	piLocus
Dpul	1237	piLocus
Dpul	1160	iiLocus
Dpul	2213	piLocus
Dpul	2494	piLocus
Dpul	2922	piLocus
Dpul	3818	piLocus
Dpul	1331	fiLocus
Dpul	1321	piLocus
Dpul	5466	fiLocus
Dpul	6786	fiLocus
Dpul	5564	fiLocus
Dpul	1222	piLocus
Dpul	5430	fiLocus
Dpul	1354	piLocus
Dpul	5885	fiLocus
Dpul	899	piLocus
Dpul	6784	fiLocus
Dpul	1153	piLocus
Dpul	4366	iiLocus
Dpul	1260	piLocus
Dpul	5474	fiLocus
Dpul	1308	piLocus
Dpul	1266	piLocus
Dpul	4433	iiLocus
Dpul	1080	piLocus
Dpul	947	piLocus
Dpul	2255	piLocus
Dpul	24751	iiLocus
Dpul	4374	piLocus
Dpul	1418	piLocus
Dpul	1941	piLocus
Dpul	1784	iiLocus
Dpul	1954	piLocus
Dpul	1445	piLocus
Dpul	2837	piLocus
Dpul	2543	fiLocus
Dpul	5510	fiLocus
Dpul	1268	piLocus
Dpul	1594	piLocus
Dpul	4096	iiLocus
Dpul	1087	piLocus
Dpul	1195	piLocus
Dpul	5581	fiLocus
Dpul	2119	piLocus
Dpul	32760	iiLocus
Dpul	2305	piLocus
Dpul	5577	iiLocus
Dpul	1313	piLocus
Dpul	2413	fiLocus
Dpul	6773	fiLocus
Dpul	6775	piLocus
Dpul	5796	fiLocus
Dpul	975	piLocus
Dpul	6771	piLocus
Dpul	5028	piLocus
Dpul	1744	fiLocus
Dpul	10140	fiLocus
Dpul	1208	piLocus
Dpul	4379	piLocus
Dpul	16008	iiLocus
Dpul	1548	piLocus
Dpul	2912	iiLocus
Dpul	2470	piLocus
Dpul	6426	iiLocus
Dpul	908	piLocus
Dpul	1192	piLocus
Dpul	4416	iiLocus
Dpul	1161	piLocus
Dpul	6770	fiLocus
Dpul	1240	piLocus
Dpul	5529	fiLocus
Dpul	6771	fiLocus
Dpul	26657	fiLocus
Dpul	1718	piLocus
Dpul	12283	iiLocus
Dpul	1732	piLocus
Dpul	2949	piLocus
Dpul	6767	fiLocus
Dpul	1455	piLocus
Dpul	5312	fiLocus
Dpul	6767	piLocus
Dpul	6767	fiLocus
Dpul	6234	fiLocus
Dpul	8262	fiLocus
Dpul	1204	piLocus
Dpul	3318	iiLocus
Dpul	1669	piLocus
Dpul	569	iiLocus
Dpul	1171	piLocus
Dpul	3772	piLocus
Dpul	3331	piLocus
Dpul	1974	iiLocus
Dpul	2727	piLocus
Dpul	8956	iiLocus
Dpul	1261	piLocus
Dpul	33061	fiLocus
Dpul	6764	fiLocus
Dpul	6762	fiLocus
Dpul	1264	piLocus
Dpul	5497	fiLocus
Dpul	33236	fiLocus
Dpul	1540	piLocus
Dpul	9985	fiLocus
Dpul	6757	fiLocus
Dpul	2239	fiLocus
Dpul	1819	piLocus
Dpul	1693	iiLocus
Dpul	1004	piLocus
Dpul	20214	fiLocus
Dpul	3670	piLocus
Dpul	3034	iiLocus
Dpul	8689	ciLocus
Dpul	4747	iiLocus
Dpul	8916	piLocus
Dpul	1605	piLocus
Dpul	5399	piLocus
Dpul	555	iiLocus
Dpul	3816	piLocus
Dpul	3314	iiLocus
Dpul	2788	piLocus
Dpul	2563	piLocus
Dpul	1341	piLocus
Dpul	3006	piLocus
Dpul	987	iiLocus
Dpul	1967	piLocus
Dpul	2691	piLocus
Dpul	4505	iiLocus
Dpul	1645	piLocus
Dpul	1738	piLocus
Dpul	4732	iiLocus
Dpul	1688	piLocus
Dpul	10311	iiLocus
Dpul	3027	piLocus
Dpul	3032	piLocus
Dpul	1484	iiLocus
Dpul	1505	piLocus
Dpul	7723	iiLocus
Dpul	1351	piLocus
Dpul	4038	iiLocus
Dpul	1909	piLocus
Dpul	2136	piLocus
Dpul	882	iiLocus
Dpul	1449	piLocus
Dpul	1666	piLocus
Dpul	1646	piLocus
Dpul	3358	iiLocus
Dpul	4576	piLocus
Dpul	30480	iiLocus
Dpul	2341	piLocus
Dpul	3518	piLocus
Dpul	2376	piLocus
Dpul	13715	iiLocus
Dpul	3756	piLocus
Dpul	1730	iiLocus
Dpul	1670	piLocus
Dpul	1982	iiLocus
Dpul	17426	piLocus
Dpul	3201	piLocus
Dpul	6311	iiLocus
Dpul	5101	piLocus
Dpul	9755	iiLocus
Dpul	5130	piLocus
Dpul	1349	iiLocus
Dpul	4659	piLocus
Dpul	2825	piLocus
Dpul	2649	iiLocus
Dpul	1499	piLocus
Dpul	3882	iiLocus
Dpul	2020	piLocus
Dpul	9678	iiLocus
Dpul	1933	piLocus
Dpul	2312	piLocus
Dpul	698	iiLocus
Dpul	1759	piLocus
Dpul	1690	piLocus
Dpul	3022	piLocus
Dpul	2050	iiLocus
Dpul	4914	piLocus
Dpul	1539	piLocus
Dpul	28406	iiLocus
Dpul	1566	piLocus
Dpul	1139	iiLocus
Dpul	2789	piLocus
Dpul	6737	iiLocus
Dpul	3102	piLocus
Dpul	2673	iiLocus
Dpul	1247	piLocus
Dpul	3141	iiLocus
Dpul	1925	piLocus
Dpul	9338	iiLocus
Dpul	1769	piLocus
Dpul	1694	piLocus
Dpul	2493	iiLocus
Dpul	6597	piLocus
Dpul	2304	iiLocus
Dpul	1591	piLocus
Dpul	1932	iiLocus
Dpul	1606	piLocus
Dpul	5885	iiLocus
Dpul	1286	piLocus
Dpul	3683	iiLocus
Dpul	3410	piLocus
Dpul	1263	piLocus
Dpul	2760	iiLocus
Dpul	3338	piLocus
Dpul	2990	iiLocus
Dpul	1794	piLocus
Dpul	1192	piLocus
Dpul	960	iiLocus
Dpul	3689	piLocus
Dpul	6093	iiLocus
Dpul	1478	piLocus
Dpul	4147	iiLocus
Dpul	2516	piLocus
Dpul	4495	piLocus
Dpul	4945	piLocus
Dpul	1694	piLocus
Dpul	1291	iiLocus
Dpul	3358	piLocus
Dpul	5503	piLocus
Dpul	5778	iiLocus
Dpul	7117	piLocus
Dpul	15262	iiLocus
Dpul	3094	piLocus
Dpul	581	iiLocus
Dpul	1368	piLocus
Dpul	3057	piLocus
Dpul	663	iiLocus
Dpul	3644	piLocus
Dpul	3589	piLocus
Dpul	2626	piLocus
Dpul	4536	iiLocus
Dpul	1388	piLocus
Dpul	14198	iiLocus
Dpul	2682	piLocus
Dpul	2084	piLocus
Dpul	1291	piLocus
Dpul	5820	iiLocus
Dpul	1329	piLocus
Dpul	1393	piLocus
Dpul	2739	piLocus
Dpul	1888	iiLocus
Dpul	2400	piLocus
Dpul	3655	iiLocus
Dpul	1748	piLocus
Dpul	3533	piLocus
Dpul	22114	iiLocus
Dpul	30491	piLocus
Dpul	2382	iiLocus
Dpul	1231	piLocus
Dpul	1580	piLocus
Dpul	2943	iiLocus
Dpul	3488	piLocus
Dpul	1374	iiLocus
Dpul	1432	piLocus
Dpul	4401	iiLocus
Dpul	1461	piLocus
Dpul	2301	iiLocus
Dpul	5444	piLocus
Dpul	4698	iiLocus
Dpul	1744	piLocus
Dpul	2136	piLocus
Dpul	7214	iiLocus
Dpul	1406	piLocus
Dpul	2044	iiLocus
Dpul	1503	piLocus
Dpul	1988	piLocus
Dpul	2032	iiLocus
Dpul	1162	piLocus
Dpul	1806	piLocus
Dpul	6150	iiLocus
Dpul	2206	piLocus
Dpul	9064	iiLocus
Dpul	1567	piLocus
Dpul	1504	piLocus
Dpul	1207	piLocus
Dpul	6074	iiLocus
Dpul	2469	piLocus
Dpul	2540	piLocus
Dpul	1408	piLocus
Dpul	1636	piLocus
Dpul	734	iiLocus
Dpul	1404	piLocus
Dpul	10294	iiLocus
Dpul	3259	piLocus
Dpul	605	iiLocus
Dpul	1546	piLocus
Dpul	503	iiLocus
Dpul	10082	piLocus
Dpul	5410	iiLocus
Dpul	1914	piLocus
Dpul	1940	piLocus
Dpul	6066	iiLocus
Dpul	2218	piLocus
Dpul	5911	iiLocus
Dpul	2636	piLocus
Dpul	1385	piLocus
Dpul	3888	iiLocus
Dpul	1610	piLocus
Dpul	2860	iiLocus
Dpul	2370	piLocus
Dpul	2732	iiLocus
Dpul	1261	piLocus
Dpul	8966	iiLocus
Dpul	1272	piLocus
Dpul	1942	piLocus
Dpul	2042	piLocus
Dpul	4306	piLocus
Dpul	559	iiLocus
Dpul	1460	piLocus
Dpul	1471	piLocus
Dpul	21690	iiLocus
Dpul	4684	piLocus
Dpul	1683	piLocus
Dpul	2300	piLocus
Dpul	1340	iiLocus
Dpul	3450	piLocus
Dpul	840	iiLocus
Dpul	1922	piLocus
Dpul	3125	piLocus
Dpul	2612	iiLocus
Dpul	2932	piLocus
Dpul	3419	iiLocus
Dpul	6830	piLocus
Dpul	8999	piLocus
Dpul	10093	iiLocus
Dpul	1904	piLocus
Dpul	6697	iiLocus
Dpul	2161	piLocus
Dpul	1419	iiLocus
Dpul	1921	piLocus
Dpul	1791	piLocus
Dpul	2778	iiLocus
Dpul	1576	piLocus
Dpul	2158	iiLocus
Dpul	2170	piLocus
Dpul	2646	piLocus
Dpul	1913	piLocus
Dpul	597	iiLocus
Dpul	4743	piLocus
Dpul	770	iiLocus
Dpul	1621	piLocus
Dpul	4527	iiLocus
Dpul	1991	piLocus
Dpul	3097	iiLocus
Dpul	1348	piLocus
Dpul	2122	piLocus
Dpul	6643	iiLocus
Dpul	1165	piLocus
Dpul	2614	piLocus
Dpul	20194	iiLocus
Dpul	3438	piLocus
Dpul	1244	piLocus
Dpul	1010	iiLocus
Dpul	1862	piLocus
Dpul	4662	iiLocus
Dpul	1212	piLocus
Dpul	3974	iiLocus
Dpul	3063	piLocus
Dpul	8766	piLocus
Dpul	5265	piLocus
Dpul	1572	piLocus
Dpul	2693	iiLocus
Dpul	3586	piLocus
Dpul	5709	iiLocus
Dpul	5004	piLocus
Dpul	3938	iiLocus
Dpul	1670	piLocus
Dpul	1680	iiLocus
Dpul	1670	piLocus
Dpul	10519	iiLocus
Dpul	2344	piLocus
Dpul	1739	piLocus
Dpul	2215	iiLocus
Dpul	1580	piLocus
Dpul	703	iiLocus
Dpul	3494	piLocus
Dpul	11724	iiLocus
Dpul	1548	piLocus
Dpul	2349	piLocus
Dpul	4700	piLocus
Dpul	1977	piLocus
Dpul	1562	iiLocus
Dpul	2804	piLocus
Dpul	5670	iiLocus
Dpul	1390	piLocus
Dpul	1162	piLocus
Dpul	3995	iiLocus
Dpul	2306	piLocus
Dpul	12823	iiLocus
Dpul	1267	piLocus
Dpul	1752	piLocus
Dpul	2172	piLocus
Dpul	39930	fiLocus
Dpul	6752	fiLocus
Dpul	1156	piLocus
Dpul	4341	iiLocus
Dpul	1252	piLocus
Dpul	1049	piLocus
Dpul	4605	iiLocus
Dpul	1097	piLocus
Dpul	5719	fiLocus
Dpul	1030	piLocus
Dpul	3843	fiLocus
Dpul	4173	piLocus
Dpul	1480	iiLocus
Dpul	2050	piLocus
Dpul	31479	fiLocus
Dpul	6741	fiLocus
Dpul	1066	piLocus
Dpul	5675	fiLocus
Dpul	6742	fiLocus
Dpul	5533	fiLocus
Dpul	1207	piLocus
Dpul	33452	fiLocus
Dpul	1924	piLocus
Dpul	3751	iiLocus
Dpul	2521	piLocus
Dpul	960	iiLocus
Dpul	2237	piLocus
Dpul	6733	fiLocus
Dpul	5561	fiLocus
Dpul	881	piLocus
Dpul	1325	piLocus
Dpul	5413	fiLocus
Dpul	6738	fiLocus
Dpul	6736	piLocus
Dpul	6736	fiLocus
Dpul	6736	piLocus
Dpul	31644	fiLocus
Dpul	1219	piLocus
Dpul	748	iiLocus
Dpul	1552	piLocus
Dpul	23637	iiLocus
Dpul	2053	piLocus
Dpul	1426	piLocus
Dpul	2596	piLocus
Dpul	4435	iiLocus
Dpul	1538	piLocus
Dpul	3632	piLocus
Dpul	1462	piLocus
Dpul	3394	iiLocus
Dpul	3757	piLocus
Dpul	2658	fiLocus
Dpul	6733	fiLocus
Dpul	6729	fiLocus
Dpul	1134	piLocus
Dpul	5597	fiLocus
Dpul	6727	fiLocus
Dpul	33232	fiLocus
Dpul	1462	piLocus
Dpul	33498	fiLocus
Dpul	5642	fiLocus
Dpul	1085	piLocus
Dpul	5498	fiLocus
Dpul	1231	piLocus
Dpul	6726	fiLocus
Dpul	6776	fiLocus
Dpul	6726	fiLocus
Dpul	6725	fiLocus
Dpul	37721	fiLocus
Dpul	2272	piLocus
Dpul	2371	piLocus
Dpul	3090	piLocus
Dpul	662	fiLocus
Dpul	5686	fiLocus
Dpul	6726	fiLocus
Dpul	6721	fiLocus
Dpul	6723	fiLocus
Dpul	6722	fiLocus
Dpul	8272	fiLocus
Dpul	2230	piLocus
Dpul	32744	fiLocus
Dpul	1310	piLocus
Dpul	5410	fiLocus
Dpul	6719	piLocus
Dpul	877	piLocus
Dpul	5842	fiLocus
Dpul	6718	fiLocus
Dpul	6719	fiLocus
Dpul	18057	fiLocus
Dpul	1232	piLocus
Dpul	59230	fiLocus
Dpul	1139	piLocus
Dpul	4684	iiLocus
Dpul	888	piLocus
Dpul	1157	piLocus
Dpul	4261	iiLocus
Dpul	1295	piLocus
Dpul	6714	fiLocus
Dpul	6714	fiLocus
Dpul	1622	piLocus
Dpul	3415	piLocus
Dpul	2873	piLocus
Dpul	2503	piLocus
Dpul	2851	iiLocus
Dpul	1356	piLocus
Dpul	1242	piLocus
Dpul	5471	fiLocus
Dpul	14454	fiLocus
Dpul	4559	piLocus
Dpul	2578	iiLocus
Dpul	4929	piLocus
Dpul	11769	fiLocus
Dpul	5487	fiLocus
Dpul	1223	piLocus
Dpul	979	piLocus
Dpul	4514	iiLocus
Dpul	1215	piLocus
Dpul	5563	fiLocus
Dpul	1149	piLocus
Dpul	5730	fiLocus
Dpul	978	piLocus
Dpul	6708	fiLocus
Dpul	16061	fiLocus
Dpul	1395	piLocus
Dpul	620	iiLocus
Dpul	1781	piLocus
Dpul	2014	piLocus
Dpul	9732	iiLocus
Dpul	1165	piLocus
Dpul	1285	piLocus
Dpul	5581	piLocus
Dpul	4008	piLocus
Dpul	16872	iiLocus
Dpul	954	piLocus
Dpul	6706	fiLocus
Dpul	1090	piLocus
Dpul	4772	iiLocus
Dpul	841	piLocus
Dpul	5793	fiLocus
Dpul	910	piLocus
Dpul	5526	fiLocus
Dpul	1176	piLocus
Dpul	5635	fiLocus
Dpul	1066	piLocus
Dpul	6700	fiLocus
Dpul	6698	fiLocus
Dpul	11344	fiLocus
Dpul	5940	piLocus
Dpul	4176	iiLocus
Dpul	9495	piLocus
Dpul	5292	piLocus
Dpul	638	iiLocus
Dpul	3322	piLocus
Dpul	1168	iiLocus
Dpul	3349	piLocus
Dpul	1827	piLocus
Dpul	2748	piLocus
Dpul	3082	piLocus
Dpul	1327	piLocus
Dpul	1309	piLocus
Dpul	5995	iiLocus
Dpul	1397	piLocus
Dpul	3357	iiLocus
Dpul	1747	piLocus
Dpul	16104	iiLocus
Dpul	8722	piLocus
Dpul	5035	piLocus
Dpul	1252	iiLocus
Dpul	3961	piLocus
Dpul	1159	iiLocus
Dpul	4194	piLocus
Dpul	10814	iiLocus
Dpul	12592	piLocus
Dpul	14135	iiLocus
Dpul	3793	piLocus
Dpul	47364	iiLocus
Dpul	1830	piLocus
Dpul	992	iiLocus
Dpul	2454	piLocus
Dpul	1980	piLocus
Dpul	3618	piLocus
Dpul	4042	iiLocus
Dpul	1983	piLocus
Dpul	916	iiLocus
Dpul	1980	piLocus
Dpul	3635	piLocus
Dpul	2320	piLocus
Dpul	7969	iiLocus
Dpul	2127	piLocus
Dpul	6705	iiLocus
Dpul	2725	piLocus
Dpul	4659	iiLocus
Dpul	3698	piLocus
Dpul	1333	piLocus
Dpul	821	iiLocus
Dpul	3522	piLocus
Dpul	1831	iiLocus
Dpul	2086	piLocus
Dpul	20045	iiLocus
Dpul	8277	piLocus
Dpul	4943	piLocus
Dpul	1709	piLocus
Dpul	580	iiLocus
Dpul	1747	piLocus
Dpul	1811	iiLocus
Dpul	3046	piLocus
Dpul	2226	piLocus
Dpul	6471	piLocus
Dpul	2975	piLocus
Dpul	4171	piLocus
Dpul	3992	piLocus
Dpul	8091	iiLocus
Dpul	7186	piLocus
Dpul	714	iiLocus
Dpul	4319	piLocus
Dpul	4680	piLocus
Dpul	1204	iiLocus
Dpul	2923	piLocus
Dpul	2917	iiLocus
Dpul	10180	piLocus
Dpul	17131	iiLocus
Dpul	2285	piLocus
Dpul	7011	iiLocus
Dpul	2948	piLocus
Dpul	996	iiLocus
Dpul	5403	piLocus
Dpul	698	iiLocus
Dpul	1733	piLocus
Dpul	1870	iiLocus
Dpul	45362	piLocus
Dpul	3064	iiLocus
Dpul	13019	piLocus
Dpul	54472	iiLocus
Dpul	11608	piLocus
Dpul	7408	iiLocus
Dpul	20476	piLocus
Dpul	3568	iiLocus
Dpul	2554	piLocus
Dpul	3188	iiLocus
Dpul	19014	ciLocus
Dpul	17332	iiLocus
Dpul	1725	piLocus
Dpul	2874	iiLocus
Dpul	2969	piLocus
Dpul	2289	piLocus
Dpul	1103	iiLocus
Dpul	3312	piLocus
Dpul	1206	iiLocus
Dpul	5382	piLocus
Dpul	2422	iiLocus
Dpul	3089	piLocus
Dpul	9256	piLocus
Dpul	1628	iiLocus
Dpul	5942	piLocus
Dpul	540	iiLocus
Dpul	3848	piLocus
Dpul	2121	iiLocus
Dpul	4452	piLocus
Dpul	4660	iiLocus
Dpul	2476	piLocus
Dpul	4922	iiLocus
Dpul	4308	piLocus
Dpul	20509	iiLocus
Dpul	1928	piLocus
Dpul	3953	piLocus
Dpul	3257	iiLocus
Dpul	2889	piLocus
Dpul	2025	piLocus
Dpul	2054	piLocus
Dpul	1845	piLocus
Dpul	695	iiLocus
Dpul	1231	piLocus
Dpul	1049	iiLocus
Dpul	1575	piLocus
Dpul	4982	iiLocus
Dpul	1415	piLocus
Dpul	1053	iiLocus
Dpul	1341	piLocus
Dpul	1971	piLocus
Dpul	16897	piLocus
Dpul	2866	piLocus
Dpul	529	iiLocus
Dpul	4571	piLocus
Dpul	2733	piLocus
Dpul	1642	piLocus
Dpul	3180	piLocus
Dpul	751	iiLocus
Dpul	1552	piLocus
Dpul	7012	piLocus
Dpul	2595	iiLocus
Dpul	9443	piLocus
Dpul	510	iiLocus
Dpul	2226	piLocus
Dpul	8433	piLocus
Dpul	2879	piLocus
Dpul	1894	piLocus
Dpul	5578	piLocus
Dpul	3063	piLocus
Dpul	10895	iiLocus
Dpul	6262	piLocus
Dpul	4493	piLocus
Dpul	11552	iiLocus
Dpul	5531	piLocus
Dpul	623	iiLocus
Dpul	1904	piLocus
Dpul	3505	iiLocus
Dpul	3465	piLocus
Dpul	2910	piLocus
Dpul	1596	piLocus
Dpul	2887	piLocus
Dpul	611	iiLocus
Dpul	2205	piLocus
Dpul	3704	piLocus
Dpul	3038	iiLocus
Dpul	2201	piLocus
Dpul	1884	piLocus
Dpul	4024	piLocus
Dpul	3539	piLocus
Dpul	2582	piLocus
Dpul	2530	piLocus
Dpul	6861	iiLocus
Dpul	1441	piLocus
Dpul	1823	piLocus
Dpul	3903	iiLocus
Dpul	1210	piLocus
Dpul	5998	iiLocus
Dpul	9310	piLocus
Dpul	2307	piLocus
Dpul	5491	piLocus
Dpul	526	iiLocus
Dpul	2726	piLocus
Dpul	4753	piLocus
Dpul	3026	piLocus
Dpul	3000	piLocus
Dpul	2501	piLocus
Dpul	2609	piLocus
Dpul	2628	piLocus
Dpul	1358	piLocus
Dpul	2758	piLocus
Dpul	2779	piLocus
Dpul	2803	piLocus
Dpul	2540	piLocus
Dpul	2588	piLocus
Dpul	2734	piLocus
Dpul	2601	iiLocus
Dpul	2117	piLocus
Dpul	1155	iiLocus
Dpul	8517	piLocus
Dpul	2858	piLocus
Dpul	3026	piLocus
Dpul	22624	iiLocus
Dpul	1655	piLocus
Dpul	8850	iiLocus
Dpul	7104	piLocus
Dpul	2607	iiLocus
Dpul	2698	piLocus
Dpul	3708	iiLocus
Dpul	2530	piLocus
Dpul	2332	piLocus
Dpul	7478	piLocus
Dpul	1288	piLocus
Dpul	2144	piLocus
Dpul	2757	piLocus
Dpul	1406	piLocus
Dpul	2376	piLocus
Dpul	2863	piLocus
Dpul	1625	piLocus
Dpul	1416	piLocus
Dpul	2506	iiLocus
Dpul	3919	piLocus
Dpul	27234	iiLocus
Dpul	3338	piLocus
Dpul	1598	piLocus
Dpul	6760	fiLocus
Dpul	1570	piLocus
Dpul	1360	piLocus
Dpul	34867	fiLocus
Dpul	1289	piLocus
Dpul	5411	fiLocus
Dpul	6702	fiLocus
Dpul	6696	fiLocus
Dpul	5765	fiLocus
Dpul	933	piLocus
Dpul	956	piLocus
Dpul	5740	fiLocus
Dpul	6927	fiLocus
Dpul	3475	piLocus
Dpul	10296	iiLocus
Dpul	1597	piLocus
Dpul	21504	fiLocus
Dpul	5418	fiLocus
Dpul	1277	piLocus
Dpul	6694	fiLocus
Dpul	6694	piLocus
Dpul	6694	fiLocus
Dpul	1265	piLocus
Dpul	5429	fiLocus
Dpul	16088	fiLocus
Dpul	1910	piLocus
Dpul	2067	iiLocus
Dpul	1742	piLocus
Dpul	1642	piLocus
Dpul	2762	piLocus
Dpul	2733	piLocus
Dpul	6718	piLocus
Dpul	2677	piLocus
Dpul	2487	piLocus
Dpul	2271	piLocus
Dpul	2699	piLocus
Dpul	2499	piLocus
Dpul	2134	iiLocus
