Species	Length	LocusType
Dmel	1554	piLocus
Dmel	16582	iiLocus
Dmel	1619	niLocus
Dmel	5114	iiLocus
Dmel	1492	niLocus
Dmel	22392	iiLocus
Dmel	86375	piLocus
Dmel	3258	piLocus
Dmel	3530	piLocus
Dmel	5068	piLocus
Dmel	55425	piLocus
Dmel	1825	niLocus
Dmel	2701	piLocus
Dmel	44203	ciLocus
Dmel	10429	piLocus
Dmel	6056	piLocus
Dmel	2667	piLocus
Dmel	1469	niLocus
Dmel	10789	piLocus
Dmel	3918	iiLocus
Dmel	12028	piLocus
Dmel	4831	iiLocus
Dmel	1624	niLocus
Dmel	1593	niLocus
Dmel	20381	iiLocus
Dmel	2418	piLocus
Dmel	1609	niLocus
Dmel	2179	piLocus
Dmel	20510	iiLocus
Dmel	15364	piLocus
Dmel	5310	piLocus
Dmel	3355	iiLocus
Dmel	7170	piLocus
Dmel	4376	iiLocus
Dmel	1378	niLocus
Dmel	1921	iiLocus
Dmel	1501	niLocus
Dmel	15496	piLocus
Dmel	9457	piLocus
Dmel	2117	piLocus
Dmel	3481	piLocus
Dmel	7618	piLocus
Dmel	22413	iiLocus
Dmel	1446	niLocus
Dmel	2052	iiLocus
Dmel	5784	piLocus
Dmel	69507	iiLocus
Dmel	1991	niLocus
Dmel	15881	iiLocus
Dmel	1281	niLocus
Dmel	27397	iiLocus
Dmel	3878	piLocus
Dmel	15146	iiLocus
Dmel	1928	piLocus
Dmel	2899	piLocus
Dmel	1296	niLocus
Dmel	1839	niLocus
Dmel	643	iiLocus
Dmel	1654	niLocus
Dmel	2153	iiLocus
Dmel	7458	piLocus
Dmel	7414	piLocus
Dmel	2450	piLocus
Dmel	2163	piLocus
Dmel	2241	piLocus
Dmel	6205	piLocus
Dmel	3638	piLocus
Dmel	2014	piLocus
Dmel	3009	piLocus
Dmel	1889	piLocus
Dmel	8379	piLocus
Dmel	3901	niLocus
Dmel	1575	niLocus
Dmel	769	iiLocus
Dmel	2114	piLocus
Dmel	2114	piLocus
Dmel	5035	iiLocus
Dmel	4826	piLocus
Dmel	3395	iiLocus
Dmel	55657	piLocus
Dmel	1994	piLocus
Dmel	1523	niLocus
Dmel	4430	iiLocus
Dmel	19533	piLocus
Dmel	4150	piLocus
Dmel	1989	piLocus
Dmel	2772	piLocus
Dmel	7540	iiLocus
Dmel	1658	piLocus
Dmel	2127	piLocus
Dmel	3416	iiLocus
Dmel	1638	piLocus
Dmel	29480	piLocus
Dmel	3321	piLocus
Dmel	3214	piLocus
Dmel	1352	piLocus
Dmel	1871	piLocus
Dmel	1732	piLocus
Dmel	2627	piLocus
Dmel	9585	piLocus
Dmel	15096	piLocus
Dmel	1788	piLocus
Dmel	31733	piLocus
Dmel	31785	iiLocus
Dmel	2182	niLocus
Dmel	9613	iiLocus
Dmel	2454	piLocus
Dmel	2323	piLocus
Dmel	2704	piLocus
Dmel	2149	piLocus
Dmel	2512	piLocus
Dmel	1854	piLocus
Dmel	1996	piLocus
Dmel	4860	piLocus
Dmel	1999	piLocus
Dmel	2959	niLocus
Dmel	14203	piLocus
Dmel	1271	iiLocus
Dmel	47705	piLocus
Dmel	6171	iiLocus
Dmel	2144	piLocus
Dmel	3313	piLocus
Dmel	3637	piLocus
Dmel	3570	piLocus
Dmel	5340	ciLocus
Dmel	2683	piLocus
Dmel	2683	piLocus
Dmel	4899	piLocus
Dmel	3628	piLocus
Dmel	4300	piLocus
Dmel	2426	piLocus
Dmel	1725	piLocus
Dmel	6310	piLocus
Dmel	1399	niLocus
Dmel	4136	piLocus
Dmel	1882	niLocus
Dmel	3989	piLocus
Dmel	4806	piLocus
Dmel	2960	niLocus
Dmel	5677	piLocus
Dmel	4869	piLocus
Dmel	8425	piLocus
Dmel	5024	piLocus
Dmel	3267	piLocus
Dmel	1827	iiLocus
Dmel	6272	piLocus
Dmel	2854	piLocus
Dmel	2628	piLocus
Dmel	2602	piLocus
Dmel	2850	piLocus
Dmel	1141	iiLocus
Dmel	1295	niLocus
Dmel	875	iiLocus
Dmel	2215	niLocus
Dmel	13119	iiLocus
Dmel	32107	piLocus
Dmel	3429	piLocus
Dmel	1659	piLocus
Dmel	1985	piLocus
Dmel	2180	piLocus
Dmel	2307	piLocus
Dmel	3675	piLocus
Dmel	5900	iiLocus
Dmel	4300	piLocus
Dmel	4300	piLocus
Dmel	4300	piLocus
Dmel	1929	piLocus
Dmel	2084	piLocus
Dmel	2055	iiLocus
Dmel	1678	piLocus
Dmel	8719	iiLocus
Dmel	2952	piLocus
Dmel	2945	iiLocus
Dmel	2621	piLocus
Dmel	3639	piLocus
Dmel	2636	piLocus
Dmel	5708	iiLocus
Dmel	1678	piLocus
Dmel	3724	iiLocus
Dmel	3413	niLocus
Dmel	7331	piLocus
Dmel	680	iiLocus
Dmel	10017	piLocus
Dmel	12233	piLocus
Dmel	1777	piLocus
Dmel	1900	piLocus
Dmel	1876	piLocus
Dmel	12322	iiLocus
Dmel	5258	piLocus
Dmel	1572	iiLocus
Dmel	7890	piLocus
Dmel	12954	iiLocus
Dmel	4975	piLocus
Dmel	3570	piLocus
Dmel	1092	iiLocus
Dmel	47483	piLocus
Dmel	1518	niLocus
Dmel	1078	niLocus
Dmel	1636	piLocus
Dmel	1851	piLocus
Dmel	7899	iiLocus
Dmel	109741	piLocus
Dmel	1721	piLocus
Dmel	3887	piLocus
Dmel	64007	ciLocus
Dmel	3123	piLocus
Dmel	7575	piLocus
Dmel	5388	piLocus
Dmel	10792	piLocus
Dmel	4209	piLocus
Dmel	1760	piLocus
Dmel	3878	piLocus
Dmel	13371	piLocus
Dmel	2084	piLocus
Dmel	501	iiLocus
Dmel	33721	piLocus
Dmel	632	iiLocus
Dmel	56912	piLocus
Dmel	672	iiLocus
Dmel	26773	piLocus
Dmel	2130	piLocus
Dmel	16846	piLocus
Dmel	2301	piLocus
Dmel	2457	piLocus
Dmel	1410	piLocus
Dmel	20471	piLocus
Dmel	1886	piLocus
Dmel	7454	iiLocus
Dmel	1610	piLocus
Dmel	863	iiLocus
Dmel	4378	piLocus
Dmel	18024	iiLocus
Dmel	2862	piLocus
Dmel	3543	piLocus
Dmel	1717	piLocus
Dmel	2444	piLocus
Dmel	1846	piLocus
Dmel	76102	piLocus
Dmel	1073	niLocus
Dmel	5381	piLocus
Dmel	1408	niLocus
Dmel	1593	niLocus
Dmel	500	iiLocus
Dmel	1083	niLocus
Dmel	1083	niLocus
Dmel	1083	niLocus
Dmel	2117	iiLocus
Dmel	46024	piLocus
Dmel	1083	niLocus
Dmel	1083	niLocus
Dmel	1083	niLocus
Dmel	1855	piLocus
Dmel	1508	piLocus
Dmel	2277	niLocus
Dmel	5152	piLocus
Dmel	1912	piLocus
Dmel	4039	piLocus
Dmel	1071	niLocus
Dmel	3496	piLocus
Dmel	6401	piLocus
Dmel	2789	piLocus
Dmel	1920	piLocus
Dmel	1549	piLocus
Dmel	3492	piLocus
Dmel	4914	piLocus
Dmel	7070	piLocus
Dmel	5207	piLocus
Dmel	10946	piLocus
Dmel	1867	iiLocus
Dmel	5220	piLocus
Dmel	1414	piLocus
Dmel	6204	piLocus
Dmel	4121	iiLocus
Dmel	6339	piLocus
Dmel	3295	piLocus
Dmel	2840	piLocus
Dmel	3447	piLocus
Dmel	4311	piLocus
Dmel	1416	niLocus
Dmel	1970	niLocus
Dmel	5262	piLocus
Dmel	6304	piLocus
Dmel	2595	piLocus
Dmel	3141	piLocus
Dmel	2285	piLocus
Dmel	586	iiLocus
Dmel	2340	piLocus
Dmel	1554	piLocus
Dmel	5231	iiLocus
Dmel	2240	piLocus
Dmel	2806	piLocus
Dmel	657	iiLocus
Dmel	1919	piLocus
Dmel	1033	iiLocus
Dmel	1752	piLocus
Dmel	2157	iiLocus
Dmel	1813	piLocus
Dmel	5270	iiLocus
Dmel	2345	piLocus
Dmel	1737	niLocus
Dmel	9788	piLocus
Dmel	44752	piLocus
Dmel	8343	piLocus
Dmel	6042	piLocus
Dmel	690	iiLocus
Dmel	2489	piLocus
Dmel	2339	piLocus
Dmel	3278	piLocus
Dmel	2696	piLocus
Dmel	2169	piLocus
Dmel	2645	piLocus
Dmel	2797	piLocus
Dmel	2162	niLocus
Dmel	6010	piLocus
Dmel	2039	iiLocus
Dmel	1425	piLocus
Dmel	796	iiLocus
Dmel	2518	piLocus
Dmel	2578	iiLocus
Dmel	3449	piLocus
Dmel	2655	piLocus
Dmel	5434	iiLocus
Dmel	2924	piLocus
Dmel	2226	piLocus
Dmel	5091	piLocus
Dmel	3092	piLocus
Dmel	2962	piLocus
Dmel	6719	piLocus
Dmel	4942	piLocus
Dmel	1058	niLocus
Dmel	5503	piLocus
Dmel	10498	iiLocus
Dmel	19767	piLocus
Dmel	1838	piLocus
Dmel	1830	piLocus
Dmel	1350	iiLocus
Dmel	7296	piLocus
Dmel	4110	piLocus
Dmel	4110	piLocus
Dmel	2901	piLocus
Dmel	6558	piLocus
Dmel	5060	piLocus
Dmel	2092	piLocus
Dmel	7349	piLocus
Dmel	1748	iiLocus
Dmel	8293	piLocus
Dmel	11060	piLocus
Dmel	7336	piLocus
Dmel	23748	piLocus
Dmel	35340	piLocus
Dmel	3295	piLocus
Dmel	4005	piLocus
Dmel	6972	piLocus
Dmel	2048	piLocus
Dmel	2411	piLocus
Dmel	1938	piLocus
Dmel	3073	piLocus
Dmel	2125	piLocus
Dmel	10260	piLocus
Dmel	4037	piLocus
Dmel	5987	iiLocus
Dmel	30409	piLocus
Dmel	1530	niLocus
Dmel	1100	niLocus
Dmel	2672	piLocus
Dmel	23810	piLocus
Dmel	2438	piLocus
Dmel	2387	piLocus
Dmel	1080	niLocus
Dmel	1084	niLocus
Dmel	2739	piLocus
Dmel	13418	piLocus
Dmel	3240	piLocus
Dmel	3204	piLocus
Dmel	2863	piLocus
Dmel	15443	piLocus
Dmel	3561	piLocus
Dmel	625	iiLocus
Dmel	4312	piLocus
Dmel	3072	piLocus
Dmel	4867	piLocus
Dmel	2676	piLocus
Dmel	23747	iiLocus
Dmel	4495	piLocus
Dmel	12449	iiLocus
Dmel	1489	niLocus
Dmel	24757	iiLocus
Dmel	2277	piLocus
Dmel	1993	piLocus
Dmel	5785	piLocus
Dmel	1255	piLocus
Dmel	1823	piLocus
Dmel	1586	piLocus
Dmel	1910	piLocus
Dmel	1825	piLocus
Dmel	13453	piLocus
Dmel	2828	iiLocus
Dmel	1588	piLocus
Dmel	507	iiLocus
Dmel	1436	niLocus
Dmel	949	iiLocus
Dmel	46101	ciLocus
Dmel	2807	piLocus
Dmel	1628	piLocus
Dmel	2137	piLocus
Dmel	1581	piLocus
Dmel	2049	piLocus
Dmel	2403	piLocus
Dmel	1807	piLocus
Dmel	1808	piLocus
Dmel	1914	piLocus
Dmel	15239	iiLocus
Dmel	64688	piLocus
Dmel	3382	piLocus
Dmel	1871	niLocus
Dmel	1489	piLocus
Dmel	3245	niLocus
Dmel	3715	piLocus
Dmel	11451	piLocus
Dmel	7817	piLocus
Dmel	20567	piLocus
Dmel	1436	niLocus
Dmel	23229	ciLocus
Dmel	2531	piLocus
Dmel	1930	piLocus
Dmel	3201	piLocus
Dmel	4496	piLocus
Dmel	2463	piLocus
Dmel	2343	piLocus
Dmel	4225	piLocus
Dmel	3710	piLocus
Dmel	3356	piLocus
Dmel	3486	piLocus
Dmel	914	iiLocus
Dmel	2418	piLocus
Dmel	4880	piLocus
Dmel	3426	piLocus
Dmel	2160	piLocus
Dmel	8673	piLocus
Dmel	5383	piLocus
Dmel	1629	iiLocus
Dmel	3241	piLocus
Dmel	2402	piLocus
Dmel	1847	iiLocus
Dmel	7561	piLocus
Dmel	21128	iiLocus
Dmel	4668	piLocus
Dmel	1396	iiLocus
Dmel	2286	piLocus
Dmel	18331	piLocus
Dmel	6620	piLocus
Dmel	2363	piLocus
Dmel	18489	piLocus
Dmel	2804	piLocus
Dmel	1020	iiLocus
Dmel	1618	piLocus
Dmel	37777	piLocus
Dmel	2357	piLocus
Dmel	2473	piLocus
Dmel	8834	piLocus
Dmel	1105	niLocus
Dmel	37312	piLocus
Dmel	19915	iiLocus
Dmel	6789	piLocus
Dmel	2026	iiLocus
Dmel	4377	piLocus
Dmel	5767	iiLocus
Dmel	1410	niLocus
Dmel	11716	iiLocus
Dmel	2499	piLocus
Dmel	12576	iiLocus
Dmel	2114	piLocus
Dmel	37545	piLocus
Dmel	44809	iiLocus
Dmel	5005	piLocus
Dmel	10663	piLocus
Dmel	3017	piLocus
Dmel	9069	ciLocus
Dmel	1998	piLocus
Dmel	2727	piLocus
Dmel	1627	piLocus
Dmel	5411	piLocus
Dmel	1891	piLocus
Dmel	3924	piLocus
Dmel	2044	piLocus
Dmel	1987	piLocus
Dmel	3243	piLocus
Dmel	3034	piLocus
Dmel	1864	piLocus
Dmel	2010	piLocus
Dmel	2733	piLocus
Dmel	3960	niLocus
Dmel	2033	piLocus
Dmel	2846	piLocus
Dmel	13467	piLocus
Dmel	3843	piLocus
Dmel	1336	iiLocus
Dmel	2378	piLocus
Dmel	5654	piLocus
Dmel	3798	piLocus
Dmel	14163	piLocus
Dmel	2634	piLocus
Dmel	2529	piLocus
Dmel	2662	piLocus
Dmel	2027	piLocus
Dmel	1145	niLocus
Dmel	12956	ciLocus
Dmel	1467	niLocus
Dmel	3212	piLocus
Dmel	4157	piLocus
Dmel	4922	piLocus
Dmel	2028	piLocus
Dmel	1915	piLocus
Dmel	4479	piLocus
Dmel	4053	piLocus
Dmel	1958	niLocus
Dmel	2328	piLocus
Dmel	2431	piLocus
Dmel	15426	piLocus
Dmel	2473	piLocus
Dmel	10493	piLocus
Dmel	2343	piLocus
Dmel	2184	piLocus
Dmel	3714	piLocus
Dmel	1339	iiLocus
Dmel	12019	piLocus
Dmel	4010	piLocus
Dmel	2739	piLocus
Dmel	1873	niLocus
Dmel	1653	piLocus
Dmel	1613	piLocus
Dmel	12426	piLocus
Dmel	2522	iiLocus
Dmel	3320	piLocus
Dmel	9858	iiLocus
Dmel	2755	piLocus
Dmel	2220	iiLocus
Dmel	50494	piLocus
Dmel	2205	niLocus
Dmel	17238	piLocus
Dmel	10067	piLocus
Dmel	4085	piLocus
Dmel	2878	piLocus
Dmel	4120	piLocus
Dmel	48270	ciLocus
Dmel	2860	piLocus
Dmel	3103	piLocus
Dmel	14122	piLocus
Dmel	2080	piLocus
Dmel	1885	niLocus
Dmel	1608	niLocus
Dmel	635	iiLocus
Dmel	3146	piLocus
Dmel	4079	piLocus
Dmel	6999	piLocus
Dmel	4406	piLocus
Dmel	4393	piLocus
Dmel	1073	niLocus
Dmel	2359	piLocus
Dmel	2137	piLocus
Dmel	3781	piLocus
Dmel	4284	piLocus
Dmel	3756	piLocus
Dmel	2226	piLocus
Dmel	3570	piLocus
Dmel	1122	niLocus
Dmel	27384	piLocus
Dmel	4001	niLocus
Dmel	1455	niLocus
Dmel	1189	iiLocus
Dmel	23923	piLocus
Dmel	22668	piLocus
Dmel	10755	piLocus
Dmel	1631	piLocus
Dmel	1743	piLocus
Dmel	1823	piLocus
Dmel	1865	piLocus
Dmel	4133	iiLocus
Dmel	21499	piLocus
Dmel	1549	piLocus
Dmel	3439	piLocus
Dmel	2591	piLocus
Dmel	17193	piLocus
Dmel	1097	iiLocus
Dmel	3507	piLocus
Dmel	5133	piLocus
Dmel	7036	piLocus
Dmel	4056	iiLocus
Dmel	1676	niLocus
Dmel	1578	iiLocus
Dmel	6509	piLocus
Dmel	5273	piLocus
Dmel	5558	piLocus
Dmel	2294	niLocus
Dmel	2556	piLocus
Dmel	2556	piLocus
Dmel	4769	piLocus
Dmel	5329	piLocus
Dmel	4088	iiLocus
Dmel	60179	piLocus
Dmel	2715	piLocus
Dmel	3524	piLocus
Dmel	1904	piLocus
Dmel	2712	piLocus
Dmel	2712	piLocus
Dmel	165710	piLocus
Dmel	1848	niLocus
Dmel	2037	niLocus
Dmel	1731	niLocus
Dmel	1626	niLocus
Dmel	3654	piLocus
Dmel	3177	piLocus
Dmel	2971	piLocus
Dmel	3362	piLocus
Dmel	2525	piLocus
Dmel	1984	niLocus
Dmel	7093	iiLocus
Dmel	39655	piLocus
Dmel	1115	niLocus
Dmel	2158	piLocus
Dmel	2215	piLocus
Dmel	3167	iiLocus
Dmel	12562	piLocus
Dmel	2782	iiLocus
Dmel	1782	niLocus
Dmel	8263	iiLocus
Dmel	2316	piLocus
Dmel	523	iiLocus
Dmel	2661	piLocus
Dmel	5758	piLocus
Dmel	10368	iiLocus
Dmel	1328	niLocus
Dmel	2156	iiLocus
Dmel	1419	niLocus
Dmel	1287	iiLocus
Dmel	1444	niLocus
Dmel	2387	piLocus
Dmel	1083	iiLocus
Dmel	1982	niLocus
Dmel	1784	niLocus
Dmel	14320	iiLocus
Dmel	4203	piLocus
Dmel	1370	iiLocus
Dmel	1872	niLocus
Dmel	1850	iiLocus
Dmel	2421	piLocus
Dmel	11275	iiLocus
Dmel	34701	niLocus
Dmel	1900	iiLocus
Dmel	44950	niLocus
Dmel	17999	iiLocus
Dmel	2348	niLocus
Dmel	22074	iiLocus
Dmel	1369	niLocus
Dmel	1471	niLocus
Dmel	2957	piLocus
Dmel	13914	iiLocus
Dmel	3295	piLocus
Dmel	2722	piLocus
Dmel	23975	iiLocus
Dmel	5021	piLocus
Dmel	1820	piLocus
Dmel	4788	piLocus
Dmel	11437	iiLocus
Dmel	113601	piLocus
Dmel	3074	piLocus
Dmel	3060	piLocus
Dmel	8759	iiLocus
Dmel	1738	niLocus
Dmel	17556	iiLocus
Dmel	1587	piLocus
Dmel	1947	piLocus
Dmel	1941	piLocus
Dmel	1805	piLocus
Dmel	1987	piLocus
Dmel	1902	piLocus
Dmel	4534	ciLocus
Dmel	4556	piLocus
Dmel	2533	piLocus
Dmel	1397	piLocus
Dmel	21728	ciLocus
Dmel	2683	piLocus
Dmel	2060	piLocus
Dmel	26996	piLocus
Dmel	2575	piLocus
Dmel	1638	piLocus
Dmel	1925	piLocus
Dmel	3518	piLocus
Dmel	74047	iiLocus
Dmel	2475	piLocus
Dmel	10190	iiLocus
Dmel	1771	niLocus
Dmel	2973	iiLocus
Dmel	1543	niLocus
Dmel	4112	iiLocus
Dmel	1187	niLocus
Dmel	626	iiLocus
Dmel	1560	niLocus
Dmel	1783	niLocus
Dmel	1781	iiLocus
Dmel	2161	piLocus
Dmel	646	iiLocus
Dmel	2938	niLocus
Dmel	7884	iiLocus
Dmel	2266	piLocus
Dmel	1602	niLocus
Dmel	6961	iiLocus
Dmel	1458	niLocus
Dmel	23468	iiLocus
Dmel	1621	niLocus
Dmel	6198	iiLocus
Dmel	19608	piLocus
Dmel	3723	piLocus
Dmel	2104	piLocus
Dmel	2688	piLocus
Dmel	1684	piLocus
Dmel	3211	piLocus
Dmel	2518	iiLocus
Dmel	1718	piLocus
Dmel	1874	piLocus
Dmel	2162	niLocus
Dmel	1521	piLocus
Dmel	5348	piLocus
Dmel	59107	iiLocus
Dmel	2022	niLocus
Dmel	1889	niLocus
Dmel	9506	iiLocus
Dmel	1829	piLocus
Dmel	3534	iiLocus
Dmel	1292	niLocus
Dmel	1868	iiLocus
Dmel	29018	piLocus
Dmel	1081	niLocus
Dmel	13346	iiLocus
Dmel	2312	piLocus
Dmel	2772	piLocus
Dmel	2866	piLocus
Dmel	4357	iiLocus
Dmel	2104	niLocus
Dmel	16014	piLocus
Dmel	1501	niLocus
Dmel	1663	iiLocus
Dmel	6625	piLocus
Dmel	2788	piLocus
Dmel	1645	piLocus
Dmel	1484	piLocus
Dmel	3216	piLocus
Dmel	5035	piLocus
Dmel	5035	piLocus
Dmel	1822	piLocus
Dmel	3823	piLocus
Dmel	2097	piLocus
Dmel	4968	piLocus
Dmel	15442	piLocus
Dmel	3875	piLocus
Dmel	3061	ciLocus
Dmel	3167	piLocus
Dmel	2024	piLocus
Dmel	2156	piLocus
Dmel	1453	piLocus
Dmel	2134	iiLocus
Dmel	1575	piLocus
Dmel	1498	piLocus
Dmel	1686	piLocus
Dmel	3428	piLocus
Dmel	2460	piLocus
Dmel	7615	piLocus
Dmel	2195	piLocus
Dmel	2251	piLocus
Dmel	12316	ciLocus
Dmel	1494	piLocus
Dmel	28936	piLocus
Dmel	2208	piLocus
Dmel	1953	niLocus
Dmel	2650	piLocus
Dmel	4006	piLocus
Dmel	3646	piLocus
Dmel	4430	piLocus
Dmel	21583	piLocus
Dmel	8851	ciLocus
Dmel	5162	piLocus
Dmel	4312	piLocus
Dmel	17241	piLocus
Dmel	1409	niLocus
Dmel	1474	niLocus
Dmel	4438	piLocus
Dmel	2121	niLocus
Dmel	8264	iiLocus
Dmel	1348	niLocus
Dmel	1694	niLocus
Dmel	4026	niLocus
Dmel	5018	piLocus
Dmel	16787	iiLocus
Dmel	1603	niLocus
Dmel	9168	iiLocus
Dmel	1450	niLocus
Dmel	1755	iiLocus
Dmel	8984	piLocus
Dmel	14827	iiLocus
Dmel	2651	piLocus
Dmel	901	iiLocus
Dmel	1562	niLocus
Dmel	843	iiLocus
Dmel	1796	niLocus
Dmel	3220	piLocus
Dmel	636	iiLocus
Dmel	1495	niLocus
Dmel	1675	niLocus
Dmel	16081	iiLocus
Dmel	1343	niLocus
Dmel	5970	iiLocus
Dmel	1349	niLocus
Dmel	11242	iiLocus
Dmel	3900	piLocus
Dmel	2215	niLocus
Dmel	15910	iiLocus
Dmel	2451	niLocus
Dmel	9431	iiLocus
Dmel	1984	piLocus
Dmel	868	iiLocus
Dmel	1324	piLocus
Dmel	6669	iiLocus
Dmel	1560	niLocus
Dmel	18063	iiLocus
Dmel	2238	piLocus
Dmel	7299	iiLocus
Dmel	1782	piLocus
Dmel	1557	niLocus
Dmel	7265	iiLocus
Dmel	1633	niLocus
Dmel	2419	piLocus
Dmel	9496	iiLocus
Dmel	2395	piLocus
Dmel	2136	piLocus
Dmel	2944	iiLocus
Dmel	3295	piLocus
Dmel	6426	iiLocus
Dmel	1682	piLocus
Dmel	1641	niLocus
Dmel	1595	piLocus
Dmel	10997	iiLocus
Dmel	12506	piLocus
Dmel	8581	iiLocus
Dmel	1267	piLocus
Dmel	1428	piLocus
Dmel	1387	piLocus
Dmel	1267	piLocus
Dmel	631	iiLocus
Dmel	2182	piLocus
Dmel	6200	piLocus
Dmel	4916	piLocus
Dmel	4916	piLocus
Dmel	40477	piLocus
Dmel	1155	niLocus
Dmel	3317	piLocus
Dmel	9314	piLocus
Dmel	2867	piLocus
Dmel	3281	piLocus
Dmel	1490	piLocus
Dmel	1448	piLocus
Dmel	1267	piLocus
Dmel	1191	piLocus
Dmel	1783	piLocus
Dmel	2664	piLocus
Dmel	4649	piLocus
Dmel	924	iiLocus
Dmel	1285	piLocus
Dmel	1468	piLocus
Dmel	1451	niLocus
Dmel	1266	niLocus
Dmel	2489	iiLocus
Dmel	9173	piLocus
Dmel	1312	piLocus
Dmel	5030	piLocus
Dmel	1252	piLocus
Dmel	10524	piLocus
Dmel	4847	piLocus
Dmel	2598	piLocus
Dmel	2275	piLocus
Dmel	3713	piLocus
Dmel	1076	niLocus
Dmel	12511	piLocus
Dmel	1599	niLocus
Dmel	4128	piLocus
Dmel	3241	piLocus
Dmel	2744	piLocus
Dmel	30828	piLocus
Dmel	1100	niLocus
Dmel	1761	niLocus
Dmel	1621	ciLocus
Dmel	1667	niLocus
Dmel	1362	niLocus
Dmel	693	iiLocus
Dmel	2768	piLocus
Dmel	7176	piLocus
Dmel	2047	niLocus
Dmel	2769	piLocus
Dmel	2187	piLocus
Dmel	1527	niLocus
Dmel	4085	piLocus
Dmel	3138	piLocus
Dmel	10058	piLocus
Dmel	2592	piLocus
Dmel	2592	piLocus
Dmel	1880	piLocus
Dmel	4057	piLocus
Dmel	4648	iiLocus
Dmel	8185	piLocus
Dmel	4669	piLocus
Dmel	2470	piLocus
Dmel	33652	piLocus
Dmel	2170	piLocus
Dmel	5917	piLocus
Dmel	1090	niLocus
Dmel	1148	niLocus
Dmel	1442	piLocus
Dmel	16364	piLocus
Dmel	4413	piLocus
Dmel	4072	piLocus
Dmel	2905	piLocus
Dmel	4262	piLocus
Dmel	2914	piLocus
Dmel	1072	niLocus
Dmel	13805	piLocus
Dmel	2267	piLocus
Dmel	6581	ciLocus
Dmel	2361	piLocus
Dmel	1141	niLocus
Dmel	2526	piLocus
Dmel	7931	piLocus
Dmel	2815	piLocus
Dmel	3072	piLocus
Dmel	9661	iiLocus
Dmel	1421	piLocus
Dmel	1841	iiLocus
Dmel	89228	ciLocus
Dmel	2827	niLocus
Dmel	2087	piLocus
Dmel	3148	piLocus
Dmel	9227	piLocus
Dmel	2039	iiLocus
Dmel	2574	piLocus
Dmel	2333	piLocus
Dmel	1461	niLocus
Dmel	2815	piLocus
Dmel	3387	piLocus
Dmel	2017	piLocus
Dmel	3698	piLocus
Dmel	2058	piLocus
Dmel	1619	piLocus
Dmel	8366	piLocus
Dmel	6742	piLocus
Dmel	1763	piLocus
Dmel	1963	piLocus
Dmel	8725	piLocus
Dmel	6670	piLocus
Dmel	2265	piLocus
Dmel	2327	piLocus
Dmel	5865	piLocus
Dmel	5518	piLocus
Dmel	5897	piLocus
Dmel	57635	piLocus
Dmel	1353	niLocus
Dmel	1443	piLocus
Dmel	2831	piLocus
Dmel	1778	piLocus
Dmel	1651	iiLocus
Dmel	15320	piLocus
Dmel	5795	iiLocus
Dmel	1600	piLocus
Dmel	25875	iiLocus
Dmel	2955	piLocus
Dmel	2533	piLocus
Dmel	2167	piLocus
Dmel	4877	piLocus
Dmel	2908	piLocus
Dmel	1483	piLocus
Dmel	3386	niLocus
Dmel	3477	piLocus
Dmel	2689	piLocus
Dmel	2151	niLocus
Dmel	3936	piLocus
Dmel	1593	piLocus
Dmel	2089	piLocus
Dmel	5513	piLocus
Dmel	3652	piLocus
Dmel	11472	piLocus
Dmel	2057	piLocus
Dmel	7684	piLocus
Dmel	12278	piLocus
Dmel	1118	iiLocus
Dmel	6747	piLocus
Dmel	636	iiLocus
Dmel	3877	piLocus
Dmel	2888	piLocus
Dmel	3993	piLocus
Dmel	2796	piLocus
Dmel	1098	iiLocus
Dmel	1263	niLocus
Dmel	741	iiLocus
Dmel	2386	piLocus
Dmel	4906	piLocus
Dmel	2900	piLocus
Dmel	61604	piLocus
Dmel	1539	niLocus
Dmel	3276	piLocus
Dmel	2894	piLocus
Dmel	6596	piLocus
Dmel	4822	piLocus
Dmel	3865	iiLocus
Dmel	1342	niLocus
Dmel	1620	iiLocus
Dmel	1858	niLocus
Dmel	6168	piLocus
Dmel	3856	iiLocus
Dmel	1963	niLocus
Dmel	1390	niLocus
Dmel	7253	iiLocus
Dmel	2157	piLocus
Dmel	16270	iiLocus
Dmel	7670	piLocus
Dmel	1561	piLocus
Dmel	1556	niLocus
Dmel	13637	piLocus
Dmel	16101	iiLocus
Dmel	23799	piLocus
Dmel	2219	niLocus
Dmel	1359	iiLocus
Dmel	6519	ciLocus
Dmel	3397	piLocus
Dmel	13548	piLocus
Dmel	3555	piLocus
Dmel	3929	iiLocus
Dmel	11159	piLocus
Dmel	28868	iiLocus
Dmel	6510	piLocus
Dmel	1738	piLocus
Dmel	943	iiLocus
Dmel	3701	piLocus
Dmel	11618	piLocus
Dmel	4838	piLocus
Dmel	5009	piLocus
Dmel	1903	niLocus
Dmel	6387	piLocus
Dmel	2766	niLocus
Dmel	4206	piLocus
Dmel	2821	niLocus
Dmel	2135	piLocus
Dmel	2428	piLocus
Dmel	2530	piLocus
Dmel	3467	piLocus
Dmel	7818	piLocus
Dmel	1405	niLocus
Dmel	6896	piLocus
Dmel	3886	piLocus
Dmel	2164	piLocus
Dmel	2639	piLocus
Dmel	3957	piLocus
Dmel	4289	piLocus
Dmel	1408	piLocus
Dmel	1924	piLocus
Dmel	2890	piLocus
